0.000608985,0,0,0.11497008,-0.19544357,0.165452661,-0.007022265,0.005183845,0.002944275,1
0.097153841,0,0,0.109328396,-0.132204835,0.165868734,-0.006783147,0.004920308,0.003101563,1
0.45458233,0,0,0.133313514,-0.210177657,-0.048762379,-0.004548567,0.004891023,0.003116896,1
0.834059441,0,0,0.161014206,-0.44813893,-0.265490019,0.003511685,0.004340184,0.002755625,1
1.054588226,0,0,0.142197778,-0.204152191,-0.065520899,0.001978026,0.005080324,0.002513153,1
1.135825327,0,0,0.137171773,-0.295094816,-0.062404649,0.001914487,0.005019562,0.002418296,1
1.139964033,0,0,0.134306437,-0.25394267,-0.002642959,0.001857036,0.00483725,0.002443652,1
1.110656588,0,0,0.104678747,-0.164573408,0.09408999,0.000569461,0.005364106,0.002666248,1
1.073858122,0,0,-0.01136453,-0.64722765,-0.788447429,0.004882858,0.004877,-0.000636607,1
1.043018363,0,0,0.142737155,-0.52388523,-0.601000259,0.014745782,0.000850104,-0.001544032,1
1.022274295,0,0,0.042720122,-0.05112625,-0.473251459,0.001171398,0.001577804,-0.000514932,1
1.010383454,0,0,0.063630842,0.20780693,-0.370616029,-0.00842617,0.002730452,-0.000812357,1
1.004384889,0,0,-0.019035,0.16642126,-0.129683709,-0.006630534,0.003100528,0.000170305,1
1.00166343,0,0,-0.0615264,0.11646544,-0.072057309,-0.006198901,0.003290849,0.0005734,1
1.000535039,0,0,-0.1015789,0.03794588,-0.042328259,-0.003867253,0.002620129,0.001440898,1
0.999662553,0.000608985,0,-0.08938163,-0.142971601,-0.297339389,0.000940631,0.002476083,0.002543722,1
0.909681545,0.097153841,0,-0.07948032,0.00397095,-0.051809059,-0.000386541,0.002421401,0.001219631,1
0.557796033,0.45458233,0,-0.07892882,-0.02431203,-0.107642659,-0.000706768,0.002406756,0.00118659,1
0.175069442,0.834059441,0,-0.08260539,0.01513934,-0.123818829,-0.001103768,0.002302714,0.001058703,1
-0.050408826,1.054588226,0,-0.09152251,0.00183619,-0.150734259,-0.001549805,0.002688316,0.001072001,1
-0.134805992,1.135825327,0,-0.07204148,0.09290851,-0.051100479,-0.00150457,0.002336005,0.000814262,1
-0.140483472,1.139964033,0,-0.06526965,0.08615409,-0.480466729,-0.002962449,8.29E-05,0.000540434,1
-0.111719335,1.110656588,0,-0.02075899,0.17096893,0.090537529,-0.003430308,0.000455098,0.001049899,1
-0.07489538,1.073858122,0,-0.00086539,0.04912352,0.091438811,-0.00211462,0.000495,0.00026323,1
-0.043784449,1.043018363,0,0.00474225,0.01710689,0.09168666,-0.001702143,0.0006824,8.52E-06,1
-0.022744892,1.022274295,0,0.039318566,0.0383131,0.136647808,-0.000866323,0.001011095,-0.000566984,1
-0.010634256,1.010383454,0,0.049747309,0.0004312,0.062637051,0.000936745,-0.00038151,-0.000213768,1
-0.004503919,1.004384889,0,0.06902705,0.01403397,0.18717054,-0.000572635,-0.001096384,-0.001275047,1
-0.001714684,1.00166343,0,0.01482726,-0.02607893,0.130287708,6.04E-05,-0.000498713,-0.001184441,1
-0.000555349,1.000535039,0,-0.01319171,0.02554144,0.108601747,-0.000810177,-0.000564604,-0.001259814,1
-0.000109554,0.999662553,0.000608985,-0.01686327,-0.03510968,0.102899413,-0.000589959,-0.000154197,-0.001129842,1
0,0.909681545,0.097153841,-0.00813075,-0.01427042,0.088233713,-0.000467246,-0.000135072,-0.000841892,1
0,0.557796033,0.45458233,-0.0190796,0.00226636,0.086585824,-0.000542708,0.000283358,-0.00053726,1
0,0.175069442,0.834059441,-0.0353974,-0.03172897,0.076221129,-7.27E-05,0.000555079,-0.000455337,1
0,-0.050408826,1.054588226,-0.03983465,-0.02673906,0.103028922,-4.27E-05,0.000450194,-0.000488573,1
0,-0.134805992,1.135825327,-0.03477595,0.03228566,0.09111548,-0.000441493,0.000496916,-0.000365832,1
0,-0.140483472,1.139964033,-0.04397607,-0.04778034,0.090297843,-0.00019379,0.000857249,-0.000429659,1
0,-0.111719335,1.110656588,-0.04401089,0.01891495,0.038659191,-0.000302303,0.000479991,-0.000274254,1
0,-0.07489538,1.073858122,-0.05116096,0.02215441,0.014695241,-0.000421154,0.000678788,-0.000233363,1
0,-0.043784449,1.043018363,-0.0585862,-0.03872693,-0.037077899,-0.00035922,0.001050377,-0.00032514,1
0,-0.022744892,1.022274295,-0.05206275,0.00498724,-0.063252939,-6.51E-05,0.000436212,-0.000187154,1
0,-0.010634256,1.010383454,-0.06661712,0.00401287,-0.020945369,-0.000386887,0.001028971,-9.26E-05,1
0,-0.004503919,1.004384889,-0.08504265,-0.03486485,-0.034744179,-0.000194923,0.001476055,-7.75E-05,1
0,-0.001714684,1.00166343,-0.08269844,-0.0007493,-0.000615699,0.000298511,0.001379326,2.29E-05,1
0,-0.000555349,1.000535039,-0.09526653,0.06757582,-0.001981509,-0.000166076,0.001591243,-5.39E-06,1
0,0.000499431,0.999662553,-0.08460393,0.02334315,-0.024001449,-0.000194627,0.001526218,-0.00034274,1
0,0.097153841,0.909681545,-0.07411773,-0.06161728,-0.123961189,0.001202296,0.000956433,0.000656232,1
0,0.45458233,0.557796033,-0.07881184,-0.04383624,-0.068781659,0.001182891,0.001374479,-3.80E-05,1
0,0.834059441,0.175069442,-0.06847827,0.00011519,-0.071790409,0.000461433,0.001311559,-0.000138102,1
0,1.054588226,-0.050408826,-0.08380566,-0.03039602,-0.065027069,0.000928544,0.001688907,-0.000318876,1
